,Municipio,Municipal,Estado,Gobernador,Partido
794,Amatlan de Cañas,Rafael Sandoval Diaz,Nayarit,Miguel Angel Navarro Quintero,Partido Verde Ecologista de México
795,Compostela,Romina Chang Aguilar,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
796,Huajicori,Vicente Rangel Cervantes,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
797,Ixtlan del Rio,Nayeli Pardo Rivera,Nayarit,Miguel Angel Navarro Quintero,Partido Acción Nacional
798,Jala,Antonio Carrillo Ramos,Nayarit,Miguel Angel Navarro Quintero,Nueva Alianza Nayarit
799,Xalisco,Heriberto Castañeda Ulloa,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
800,Del Nayar,Eugenio Alvarez Gomez,Nayarit,Miguel Angel Navarro Quintero,Partido del Trabajo
801,Rosamorada,Alfonso Galvan Zermeño,Nayarit,Miguel Angel Navarro Quintero,Partido del Trabajo
802,Ruiz,Oscar Flores Estrada,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
803,San Blas,Jose Antonio Barajas Lopez,Nayarit,Miguel Angel Navarro Quintero,Partido Acción Nacional
804,San Pedro Lagunillas,Isabel Cristina Coronado Rodriguez,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
805,Santa Maria del Oro,Marisa Solano Trujillo,Nayarit,Miguel Angel Navarro Quintero,Nueva Alianza Nayarit
806,Santiago Ixcuintla,Eduardo Lugo Lopez,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
807,Tecuala,Gabino Jimenez Huerta,Nayarit,Miguel Angel Navarro Quintero,Nueva Alianza Nayarit
808,Tepic,Maria Geraldine Ponce Mendez,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
809,Tuxpan,Jose Luis Tovar Ruvalcaba,Nayarit,Miguel Angel Navarro Quintero,Movimiento Ciudadano
810,Bahia de Banderas,Iliana Villalvazo Amaya,Nayarit,Miguel Angel Navarro Quintero,Movimiento Regeneración Nacional
811,Abasolo,Reynaldo Javier Cantu Montes,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
812,Agualeguas,Ignacio Castellanos Amaya,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
813,Los Aldamas,Adolfo Leal Salinas,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Ciudadano
814,Allende,Eva Patricia Salazar Marroquin,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
815,Anahuac,Desiderio Urteaga Ortegon,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
816,Apodaca,Cesar Garza Villarreal,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
817,Aramberri,Maria Francisca Argüello Quiñones,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
818,Bustamante,Mario Alfonso Resendez Garza,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
819,Cadereyta Jimenez,Cosme Julian Leal Cantu,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
820,Carmen,Humberto Medina Quiroga,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Verde Ecologista de México
821,Cerralvo,Baltazar Martinez Montemayor,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
822,Cienega de Flores,Miguel Angel Quiroga Treviño,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Verde Ecologista de México
823,China,Raul Karr Vazquez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Nueva Alianza Nuevo León
824,Doctor Arroyo,Juan Jose Vargas Rosales,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
825,Doctor Coss,Bernardo Solis Alanis,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Nueva Alianza Nuevo León
826,Doctor Gonzalez,Mayra Abrego Montemayor,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
827,Galeana,Alejandro Javier Pedroza Flores,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
828,Garcia,Carlos Alberto Guevara Garza,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Independiente
829,San Pedro Garza Garcia,Miguel Bernardo Treviño de Hoyos,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Independiente
830,General Bravo,Edgar Cantu Fernandez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
831,General Escobedo,Andres Concepcion Mijes Llovera,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Regeneración Nacional
832,General Teran,David Jonathan Sanchez Quintanilla,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Ciudadano
833,General Treviño,Maribel Hinojosa Garcia,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
834,General Zaragoza,Juan Arturo Guevara Soto,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Regeneración Nacional
835,General Zuazua,Nancy Olinda Gutierrez Arrambide,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Ciudadano
836,Guadalupe,Maria Cristina Diaz Salazar,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
837,Los Herreras,Luis Alfonso Tijerina Lopez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Verde Ecologista de México
838,Higueras,Rafael Rene Gonzalez Martinez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
839,Hualahuises,Jose Garcia Salce,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
840,Iturbide,Cristina Yavidia Rodriguez Gonzalez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
841,Juarez,Francisco Hector Treviño Cantu,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
842,Lampazos de Naranjo,Jose Luis Santos Martinez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
843,Linares,Sergio Eduardo Elizondo Guzman,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
844,Marin,Jose Santamaria Gutierrez,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Verde Ecologista de México
845,Melchor Ocampo,Orlando Ramos Garcia,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Regeneración Nacional
846,Mier y Noriega,Santana Martinez Peña,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
847,Mina,Edgar Candelario Molina Elizondo,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
848,Montemorelos,Miguel Angel Salazar Rangel,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Revolucionario Institucional
849,Monterrey,Luis Donaldo Colosio Riojas,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Movimiento Ciudadano
850,Paras,Ana Iza Oliveira Treviño,Nuevo Leon,Samuel Alejandro Garcia Sepulveda,Partido Acción Nacional
